City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,karor,31.2287,70.8824,34.69,34,23,4.13,PK,1691884704
365,thompson,55.7291,-98.8425,21.77,40,100,1.98,CA,1691884704
366,mantua,22.09,-85.0062,30.28,67,15,3.89,CU,1691884704
367,puerto natales,-53.5754,-73.908,3.55,96,100,5.71,CL,1691884705
368,bilibino,68.7971,161.2469,16.09,46,8,3.3,RU,1691884705
369,port lincoln,-30.6065,128.0848,11.83,75,89,2.71,AU,1691884706
370,kandahar,31.4767,65.8644,27.37,17,0,2.84,AF,1691884706
371,dickinson,46.4697,-101.9126,23.83,54,95,2.81,US,1691884706
372,payson,33.9228,-111.185,26.45,41,34,2.87,US,1691884706
373,igarka,66.3161,83.8431,8.16,73,20,5.57,RU,1691884706
374,sao miguel,-5.0499,-34.57,25.88,78,30,8.56,BR,1691884708
375,hotan,37.1236,83.4734,24.86,27,53,1.36,CN,1691884708
376,remire-montjoly,2.9812,-49.7477,28.11,72,29,5.98,BR,1691884709
377,atherton,-17.8368,143.1002,23.85,39,60,3.84,AU,1691884709
378,juneau,58.3185,-133.1738,7.43,100,100,2.94,US,1691884709
379,talkha,31.0748,31.3513,22.42,92,0,2.66,EG,1691884709
380,kijang,0.6617,105.5939,27.87,76,87,7.45,ID,1691884710
381,onega,63.8763,38.1053,16.23,99,100,1.49,RU,1691884710
382,posto fiscal rolim de moura,-12.3545,-63.8481,22.81,91,84,2.33,BR,1691884711
383,enriquillo,17.2407,-70.906,28.64,83,1,8.12,DO,1691884711
384,nuriootpa,-34.2065,138.9905,9.39,94,100,5.13,AU,1691884712
385,el aouinet,35.8357,8.1922,24.98,46,0,2.22,TN,1691884712
386,sesheke,-16.5016,24.8465,12.98,45,1,2.85,ZM,1691884713
387,brasilia de minas,-16.3181,-44.3652,21.86,50,66,3.34,BR,1691884717
388,olyokminsk,60.3837,122.5211,19.33,81,100,1.28,RU,1691884718
389,khandyga,70.129,137.1871,7.41,75,100,2.3,RU,1691884718
390,stephenville,49.6844,-61.4171,16.44,82,5,5.99,CA,1691884719
391,pangody,69.6354,73.5107,4.86,72,43,2.21,RU,1691884720
392,calabazar de sagua,22.8857,-79.8256,26.75,76,99,2.78,CU,1691884720
393,bayan,46.029,127.3445,21.72,96,100,1.55,CN,1691884720
394,yahotyn,50.2422,31.8742,15.56,78,35,3.33,UA,1691884720
395,byerazino,53.9336,28.9608,16.15,74,100,3.83,BY,1691884721
396,peace river,58.4063,-116.2922,21.27,52,67,1.62,CA,1691884721
397,ytyk-kyuyel',67.3878,133.8054,16.05,60,97,2.64,RU,1691884721
398,sungailiat,-1.0858,106.2879,27.4,75,54,7.04,ID,1691884722
399,jining,41.7807,113.8402,17.96,59,0,0.59,CN,1691884722
400,lobujya,30.2022,85.7515,5.75,80,100,1.95,CN,1691884722
401,sakakah,28.4458,39.4318,31.62,19,94,2.48,SA,1691884722
402,bethel,70.7187,-164.574,3.4,94,100,9.17,US,1691884724
403,ngama,11.3128,17.393,22.6,93,54,0.79,TD,1691884725
404,revda,69.3269,38.82,12.12,86,5,6.87,RU,1691884725
405,znamenskoye,57.2094,73.2794,8.89,71,73,3.04,RU,1691884725
406,linkou,45.6506,129.8276,17.57,89,99,2.86,CN,1691884726
407,parambu,-6.4316,-40.8995,21.91,54,21,3.38,BR,1691884726
408,san rafael,-35.0437,-69.1614,9.2,30,76,2.08,AR,1691884728
409,dunkirk,42.4756,-79.5269,24.21,80,52,5.95,US,1691884728
410,waspan,14.9682,-84.8491,21.92,95,94,1.95,HN,1691884728
411,port hedland,-20.3162,120.3391,22.55,39,1,4.74,AU,1691884728
412,lexington,40.7721,-100.2094,25.2,38,93,5.82,US,1691884728
413,likasi,-11.4238,26.4229,12.89,47,92,2.4,CD,1691884729
414,grytviken,-55.5749,-32.6598,2.75,92,100,18.27,GS,1691884729
415,susuman,71.5105,150.0753,5.75,78,87,7.81,RU,1691884730
416,klyuchi,56.375,164.17,12.27,83,75,5.72,RU,1691884730
417,berezovyy,56.369,135.9963,16.3,51,100,3.11,RU,1691884731
418,puerto aysen,-45.726,-72.9994,2.7,99,100,0.93,CL,1691884731
419,sao francisco,-15.7857,-44.8859,23.86,41,19,1.99,BR,1691884731
